question,answer,source,language,url
"In case an NBFC defaults in repayment of deposit, what course of action can be taken by depositors?","If an NBFC defaults in repayment of deposit, the depositor can approach the Company Law Board (now National Company Law Tribunal) or Consumer Forum or file a civil suit in a Court of Law to recover the deposits. Further, at the level of the State Government, the State Legislations on Protection of Interest of Depositors (in Financial Establishments) empowers the State Governments to take action even before the default takes place or complaints are received from depositors. If there is perpetration of an offence and if the intention is to defraud, the State Government can even attach properties. NBFCs are also advised to lay down an appropriate grievance redressal mechanism as indicated in reply to question 26 below.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"What is the role of Company Law Board (CLB), now National Company Law Board (NCLT), in protecting the interest of depositors? How can one approach it?","When an NBFC fails to repay any deposit or part thereof in accordance with the terms and conditions of such deposit, the CLB/NCLT either on its own motion or on an application from the depositor, direct by order, the NBFC to make repayment of such deposit or part thereof forthwith or within such time and subject to such conditions as may be specified in the order. After making the payment, the company will need to file the compliance with the local office of the Reserve Bank of India. As explained above, the depositor can approach CLB/NCLT by mailing an application in prescribed form to the appropriate bench of the CLB/NCLT according to its territorial jurisdiction.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Is there an Ombudsman for hearing complaints against NBFCs or does the Reserve Bank have any grievance redressal mechanism in place for NBFCs?,"It is prescribed that the Board of Directors of NBFCs shall lay down the appropriate grievance redressal mechanism within the organisation and such mechanism shall ensure that all disputes arising out of the decisions of the lending institution’s functionaries are heard and disposed of at least at the next higher level. Further, NBFCs (excluding Housing Finance Companies) which are authorised to accept deposits; or have customer interface and an asset size of ₹100 crore & above as on the date of the last audited balance sheet, are covered under Reserve Bank - Integrated Ombudsman Scheme, 2021 (as amended from time to time). In case of grievances against NBFCs, which are covered under RBI Ombudsman Scheme, are not redressed within a period of one month, the customer may approach the Ombudsman through its CMS portal accessible on the link https://cms.rbi.org.in/cms/indexpage.html#eng.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What does the Reserve Bank do to protect the interests of NBFC depositors?,"The Reserve Bank has issued detailed regulations on deposit acceptance, including the quantum of deposits that can be collected, mandatory credit rating, mandatory maintenance of liquid assets for repayment to depositors, manner of maintenance of its deposit books, prudential regulations including maintenance of adequate capital, limitations on exposures, and inspection of the NBFCs, besides others, to ensure that the NBFCs function on sound lines. If the Reserve Bank observes through its inspection or audit of any NBFC or through complaints or through market intelligence, that a certain NBFC is not complying with the Reserve Bank’s directions, it may prohibit the NBFC from accepting further deposits and prohibit it from selling its assets. In addition, if the depositor has complained to the Company Law Board (CLB) [now National Company Law Tribunal (NCLT)] which has ordered repayment and the NBFC has not complied with the CLB/NCLT order, the Reserve Bank can initiate prosecution of the NBFC, including criminal action and winding up of the NBFC. More importantly, the Reserve Bank initiates prompt action, including imposing penalties and taking legal action against companies which are found to be violating its instructions/norms on the basis of Market Intelligence reports, complaints, exception reports from statutory auditors of the companies, information received through SLCC meetings, etc. The Reserve Bank immediately shares such information with all the financial sector regulators and enforcement agencies in the State Level Coordination Committee Meetings. As part of its public policy measure, the Reserve Bank has been in the forefront in taking several initiatives to create awareness among the general public on the need to be careful while investing their hard earned money. The initiatives include issue of cautionary notices in print media and distribution of informative and educative brochures/pamphlets and close interaction with the public during awareness/outreach programs, Townhall events, participation in State Government sponsored trade fairs and exhibitions. At times, it even requests newspapers with large circulation (English and vernacular) to desist from accepting advertisements from unincorporated entities seeking deposits. The Reserve Bank has also launched its public awareness initiative with the tag line ‘RBI Kehta Hai’ which may be accessed at https://rbikehtahai.rbi.org.in/.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What is the purpose of enacting Protection of Interest of Depositors in Financial Establishments Act by the State Governments?,"The purpose of enacting this law is to protect the interests of the depositors. The provisions of RBI Act are directed towards enabling RBI to issue prudential regulations that make the financial entities function on sound lines. RBI is a civil body and the RBI Act is a civil Act. Both do not have specific provisions to effect recovery by attachment and sale of assets of the defaulting companies, entities or their officials. It is the State government machinery which can effectively do this. The Protection of Interest of Depositors in Financial Establishments Acts, confers adequate powers on the State Governments to attach and sell assets of the defaulting companies, entities and their officials.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Will the passage of the Protection of Interest of Depositors in Financial Establishments by the State Governments help in nailing unincorporated entities and companies from unauthorisedly accepting deposits?,"Yes, to a large extent. The Act makes offences, such as, unauthorized acceptance of deposits by any entity, firm or company a cognizable offence, that is entities that are indulging in unauthorized deposit acceptance or unlawful financial activities can be immediately imprisoned and prosecuted. Under the Act, the State Governments have been given vast powers to attach the property of such entities, dispose them off under the orders of special courts and distribute the proceeds to the depositors. The widespread State Government / State Police machinery is best positioned to take quick action against the culprits. Further, Government of India has recently enacted the Banning of Unregulated Deposit Schemes Act, 2019, a Central Legislation, which provides a comprehensive mechanism to ban the unregulated deposit schemes, other than deposits taken in ordinary course of business, and to protect the interest of depositors. This Act has specific provisions for restitution of depositors through various means viz., attachment and sale of property, etc. This Act also provides for enhanced legislative mechanism for handling unregulated deposit schemes viz., constitution of Designated Courts to deal with matters under the Act, powers for investigation (including by Central Bureau of Investigation in case deposits, deposit-takers and properties are located in more than one State or Union Territory, or outside India), search & seizure, penal provisions, etc.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Still there are cases of unscrupulous financial entities cheating public time and again. How does the Reserve Bank plan to strengthen its surveillance on unauthorized acceptance of deposits/unauthorized conduct of NBFI business by companies?,"The Reserve Bank is strengthening its market intelligence function and is constantly examining the financials of companies, references for which are received through market intelligence or complaints to the Reserve Bank. As part of initiative of State Level Consultation Committee comprising of Regulators and Government, the Sachet portal (https://sachet.rbi.org.in/) has been launched and members of public are requested to share any relevant information pertaining to unauthorised collection of deposits. In this, context, members of public can contribute a great deal by being vigilant and lodging a complaint immediately if they come across any financial entity that contravenes the RBI Act. For example, if they are accepting deposits unauthorisedly and/conducting NBFC activities without obtaining due permission from the Reserve Bank. More importantly, these entities will not be able to function if members of public start investing wisely. Members of the public must know that high returns on investments will also have high risks. And there can be no assured return for speculative activities. Before investing, the public must ensure that the entity they are investing in is a regulated entity with one of the financial sector regulators. E. Collective Investment Schemes (CIS) and Chit Funds",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Are Collective Investment Schemes (CIS) regulated by the Reserve Bank?,"No. CIS are schemes where money is exchanged for units, be it profits, income, produce, property etc. Collective Investment Schemes (CIS) do not fall under the regulatory purview of the Reserve Bank and falls under the regulatory purview of SEBI. Information on such schemes and grievances against the promoters may be immediately forwarded to SEBI as well as to the EOW/Police Department of the State Government.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"If Chit Fund companies are financial entities, why are they not regulated by the Reserve Bank?","Chit Fund companies are regulated under the Chit Fund Act, 1982, which is a Central Act, and is implemented by the State Governments. In order to avoid duality of regulation, companies, doing the business of chit, as defined under Section 2(b) of the Chit Funds Act, 1982 are exempted from the provisions of Section 45-IA, 45-IB and 45-IC of the RBI Act, 1934. Thus, chit fund companies are not required to be registered with the Reserve Bank and would be registered and regulated by the State Government under Chit Funds Act, 1982. However, chit fund companies are subject to other provisions under Chapter IIIB of the RBI Act, 1934 and the Reserve Bank has prohibited chit fund companies from accepting deposits from the public in 2009. In case any Chit Fund is accepting public deposits, the Reserve Bank can prosecute such chit funds. F. Money Circulation/Multi-Level Marketing (MLM)/ Ponzi Schemes/ Unincorporated Bodies (UIBs)",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"There are some companies like Multi-Level Marketing companies, Direct Selling Companies, Online Selling Companies. Do they come under the purview of the Reserve Bank?","No, Multi-Level Marketing companies, Direct Selling Companies, Online Selling Companies do not fall under the purview of the Reserve Bank. Activities of these companies fall under the regulatory/administrative domain of respective state government. The provisions of the Consumer Protection Act, 2019 and the Consumer Protection (Direct Selling) Rules, 2021 may be referred. The list of regulators and the entities regulated by them are provided in Annex I.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What are money circulation/Ponzi/multi-level marketing schemes?,"While some of these terms are not formally defined, generally, the money circulation, multi-level marketing / chain marketing or Ponzi schemes are schemes promising easy or quick money upon enrollment of members. Income under multi-level marketing or pyramid structured schemes do not come from the sale of products they offer as much as from enrolling more and more members from whom hefty subscription fees are taken. It is incumbent upon all members to enroll more members, as a portion of the subscription amounts so collected is distributed among the members at the top of the pyramid. Any break in the chain leads to the collapse of the pyramid, and the members lower in the pyramid are the ones that are affected the most. Ponzi schemes are those schemes that collect money from the public on promises of high returns. As there is no asset creation, money collected from one depositor is paid as returns to the other. Since there is no other activity generating returns, the scheme becomes unviable and impossible for the people running the scheme to meet the promised return or even return the principal amounts collected. The scheme inevitably fails, and the perpetrators disappear with the money.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Is acceptance of money under Money Circulation/Multi-level Marketing/Pyramid structured schemes allowed? Does the Reserve Bank regulates such schemes?,"No. Acceptance of money under Money Circulation Schemes, by whatever name called, is not allowed as acceptance of money under those schemes is a cognizable offence under the Prize Chit and Money Circulation (Banning) Act, 1978, and are banned. The Reserve Bank has no role in implementation of this Act, except advising and assisting the Central Government in framing the Rules under this Act.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What if someone operates such a scheme?,"Any information/grievance relating to such schemes should be given to the police / Economic Offence Wing (EOW) of the concerned State Government or the Ministry of Corporate Affairs. If brought to the notice of the Reserve Bank, the same shall be informed to the concerned State Government authorities.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What are Unincorporated Bodies (UIBs)? Does the Reserve Bank have any role to play in curbing illegal deposit acceptance activities of UIBs? Who has the power to take action against UIBs accepting deposits?,"UIBs include an individual, a firm or an unincorporated association of individuals. In terms of provisions of section 45S of RBI Act, these entities are prohibited from accepting any deposit. The Act makes acceptance of deposits by such UIBs punishable with imprisonment or fine or both. The State government has to play a proactive role in arresting the illegal activities of such entities to protect the interests of depositors. UIBs do not come under the regulatory domain of the Reserve Bank. Whenever the Reserve Bank receives any complaints against UIBs, it immediately forwards the same to the Economic Offences Wing (EOW) of the State Government police agencies. The complainants are also advised to lodge the complaints directly with the State government police authorities (EOW) so that appropriate action against the culprits is taken immediately and the process is hastened. As per Section 45T of the RBI Act, both the Reserve Bank and the State Governments can apply for search warrant before appropriate Court, and on issue of such warrant, the same shall be executed as per procedure laid down in Law by the enforcement authorities. Nonetheless, in order to take immediate action against the offenders, the information should immediately be passed on to the State Police or the Economic Offences Wing of the concerned State, who can take prompt and appropriate action. Since the State Government machinery is widespread and the State Government is also empowered to take action under the provisions of the RBI Act, 1934, any information on such entities accepting deposits may be provided immediately to the respective State Government’s Police Department/EOW. Many of the State Governments have enacted the State Protection of Interests of Depositors in Financial Establishments Act, which empowers the State Government to take appropriate and timely action. The Reserve Bank on its part has taken various steps to curb activities of UIBs which includes spreading awareness through advertisements in leading newspapers to sensitise public, organize various depositor awareness programmes, and keeps close liaison with the law enforcing agencies (Economic Offences Wing).",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
There are some entities (not companies) which carry on activities like that of NBFCs. Are they allowed to take deposits? Who regulates them?,"Any person who is an individual or a firm or unincorporated association of individuals cannot accept deposits except by way of loan from relatives, if his/its business wholly or partly includes loan, investment, hire-purchase or leasing activity or principal business is that of receiving of deposits under any scheme or arrangement or in any manner or lending in any manner.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What precautions have to be taken by the public to forewarn themselves about the likelihood of losing money in schemes that offer high rates of interest?,"Before investing in schemes that promise high rates of return, the depositors/ investors must ensure that the entity offering such returns is registered with one of the Financial Sector Regulators and is authorized to accept funds, whether in the form of deposits or otherwise. Depositors/ investors must generally be circumspect if the interest rates or rates of return on deposits/ investments offered are high. Unless the entity accepting funds is able to earn more than what it promises, the entity will not be able to repay the depositor/ investor as promised. For earning higher returns, the entity will have to take higher risks on the investments it makes. Higher the risk, the more speculative would be its investments on which there can be no assured return. As such, members of public should forewarn themselves that the likelihood of losing money in schemes that offer high rates of interest are more.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Who can the Depositor/Investor turn to in case of grievances?,"The two Charts given at Annex I and Annex II depict the activities and the regulators overseeing the same. Further, The First Schedule of the ‘The Banning of Unregulated Deposit Schemes Act, 2019’ may be referred for the list of regulated deposit schemes. Complaints may hence be addressed to the concerned regulator. If the activity is a banned activity, the aggrieved person can approach the State Police/Economic Offences Wing of the State Police and lodge a suitable complaint. G. Other/ miscellaneous aspects",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What is Factoring?,"The Factoring Regulation Act, 2011 defines the ‘Factoring Business’ as “the business of acquisition by way of assignment of receivables of assignor for a consideration for the purpose of collection of such receivables or for financing, whether by way of making loans or advances or otherwise, against such assignment”. However, credit facilities provided by banks or non -banking financial company in the ordinary course of business against security of receivables and any activity undertaken as a commission agent or otherwise for sale of agricultural produce or goods of any kind whatsoever and related activities are expressly excluded from the definition of Factoring Business. The Factoring Regulation Act has laid the basic legal framework for factoring in India.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Is it compulsory for all entities to get registered with RBI to conduct factoring business?,"Yes. As per the legal framework under Factoring Regulation Act, 2011, all companies (including NBFCs registered under Section 45IA of RBI Act) shall be required to be registered under Factoring Regulation Act, 2011 in order to undertake factoring business. However, as per Section 5 of the Act, a bank or any corporation established under an Act of Parliament or State Legislature, or a Government Company as defined under section 617 of the Companies Act, 1956 are exempted from such registration requirement. Thus, the following entities may undertake the factoring business as per Factoring Regulation Act: NBFC-Factor granted Certificate of Registration (CoR) under the Factoring Regulation Act, 2011; Non-deposit taking NBFC-investment and credit companies (NBFC-ICCs) with asset size of ₹1,000 crore and above and fulfilling certain eligibility criteria as stipulated in Reserve Bank of India (Non-Banking Financial Companies – Miscellaneous) Directions, 2025 (as amended from time to time) and which have been granted CoR under the Factoring Regulation Act, 2011; and Entities mentioned under Section 5 of the Factoring Regulation Act, 2011.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"A single group is having under its fold four to five prospective Core Investment Companies (CICs) with an aggregate asset size of more than ₹100 crore. In such a situation, which company among the group companies is required to seek registration as CIC with the Reserve Bank.",All companies in the group that are CICs would be regarded as CICs (provided they have accessed public fund) under the extant regulations of Reserve Bank and would be required to obtain a Certificate of Registration from the Reserve Bank.,RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"A single group is having under its fold various prospective Core Investment Companies with an aggregate asset size of more than ₹100 crore. One of the entities has raised / holds public funds (one of the prerequisites for qualifying as a CIC). In such a situation, whether every CIC within the group or only the parent CIC or the specific entity that has raised/ holds public funds would be regarded as CIC, and thus would be required to seek registration as CIC with the Bank.","For Example: HCo is the parent group CIC holding 100 per cent equity capital of A, B and C, all of which are also CICs. In case C has accessed public funds, whether HCo as well as A, B and C must seek registration as CIC or will just C need registration? In such a case only C will be registered, provided C is not funding any of the other CICs either directly or indirectly. HCo as well as A and B would not require registration as they neither access public funds directly nor access public funds indirectly through C.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"A CIC should have 90% investment within the group, and in terms of current exposure norms, NBFCs in Middle Layer and Upper layer are permitted to have exposures (both credit/ investments) only to the extent of 40% of Tier -I capital and 25% of available eligible capital, respectively, within any group. Therefore, no NBFC (ML/ UL) as it stands, would be able to become a CIC without breaching the NOF, CRAR or Concentration Norms, since its entire business is in a subsidiary. However, an NBFC may voluntarily seek to become a CIC since it brings clarity to the holding structure in their organization. How would this issue be resolved? Could NBFCs be provided exemption from Capital adequacy/exposure norms during the transition period, just as unregistered CICs are given 6 months’ time.",The NBFC would have to apply to RBI with full details of the plan and exemptions could be considered on a selective basis on the merits of the case.,RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"Whether a Holding Company which is not able to comply with the CIC criteria (all four conditions), would still need to comply with NBFC requirements and prudential norms even in the event that it is not satisfying the asset-income criteria. (For example: the holding company owns 60 per cent equity in another group company and is not meeting other three conditions. Therefore, it does not qualify as a CIC. Further, the income from financial assets is also less than 50 per cent of total income. Whether such a company would require compliance with NBFC norms).","No, since the Company is not fulfilling the Principal Business Criteria (asset-income pattern) of an NBFC i.e. more than 50% of its total assets should be financial assets and the income derived from these assets should be more than 50% of the gross income, it is not required to register as an NBFC under Section 45 IA of the RBI Act, 1934. However, it should register itself as an NBFC as soon as it fulfils the criteria of an NBFC and comply with the NBFC norms.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
CICs which presently have an asset size of less than ₹100 crore are required to apply to the Bank within three months of the date of achieving a balance sheet size of ₹100 crore. Would the date of achieving balance sheet size of ₹100 crore be the date of the last audited balance sheet?,"Yes, company which is a CIC and has achieved the balance sheet size of ₹100 crore as per its last audited annual financial statement is required to apply to the Bank for registration as a CIC, subject to its meeting the other conditions for being identified as a CIC.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Whether all members of a household are mandatorily required to become borrowers of a microfinance loan?,The directions require assessment of income and indebtedness at household level. There is no requirement of treating all members of the household as applicants/ borrowers of a loan which can be provided to an individual member. Board-approved policies of REs may include the methodologies/ operational frameworks to assess income and indebtedness of all members of the household.,RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
How should credit facilities not having an EMI feature be treated for arriving at total monthly repayment obligations of the household?,Board-approved policies of REs should cover such operational aspects. One possible way could be to distribute the annualized repayment obligations over twelve months to estimate monthly outgo of the household towards debt repayment.,RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
Are the instructions on microfinance loans issued under various Directions applicable to all entities operating in the microfinance sector including trusts and societies?,"The instructions on microfinance loans issued under various Directions are applicable only to the regulated entities mentioned below: All Commercial Banks (including Small Finance Banks, Local Area Banks, and Regional Rural Banks) excluding Payments Banks; All Primary (Urban) Co-operative Banks/ State Co-operative Banks/ District Central Co-operative Banks; and All Non-Banking Financial Companies (including Microfinance Institutions and Housing Finance Companies). However, it may be prudent for other lenders operating in the microfinance sector to follow customer-centric instructions for microfinance loans issued under various Directions. Further, it may be noted that exemptions from Sections 45-IA, 45-IB and 45-IC of the RBI Act, 1934 have been withdrawn for those ‘not for profit’ companies engaged in microfinance activities that have asset size of ₹100 crore and above.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
"Is the exemption for ‘Not for Profit’ companies engaged in Microfinance Activities under para 51 of the Reserve Bank of India (Non-Banking Financial Companies – Registration, Exemptions and Framework for Scale Based Regulation) Directions, 2025, applicable to other ‘Not for Profit’ companies undertaking NBFI activities as well?","The exemption provided by the Reserve Bank to ‘Not for Profit’ companies (i.e., companies incorporated under Section 8 of the Companies Act, 2013 or Section 25 of the Companies Act, 1956) is applicable to those which are providing microfinance loans as defined in the Reserve Bank of India (Non-Banking Financial Companies – Credit Facilities) Directions, 2025 and subject to conditions specified in para 51 of our ‘Reserve Bank of India (Non-Banking Financial Companies – Registration, Exemptions and Framework for Scale Based Regulation) Directions, 2025 (as amended from time to time). This exemption is not applicable to other ‘Not for Profit’ companies engaged in NBFI business and it is incumbent upon such companies to obtain a certificate of registration under Section 45-IA of the RBI Act, 1934 in case these companies are fulfilling the ‘Principal Business Criteria’ as specified in our Press Release 1998-99/1269 dated April 08, 1999.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What should a customer keep in mind while availing a microfinance loan?,"The customer should keep in mind, among others, the following: (i) There is no requirement of keeping any deposit/ margin/ collateral/ primary security with the lender at any stage of the microfinance loan. (ii) Lender is required to provide a loan card to the borrower in a language understood by the borrower which should have following information: Information which adequately identifies the borrower; Simplified factsheet on pricing; All other terms and conditions attached to the loan; Acknowledgements by the lender of all repayments including instalments received and the final discharge; and Details of the grievance redress system, including the name and contact number of the nodal officer of the lender. (iii) Purchase of any non-credit products is purely voluntary. Fee structure for such products shall be explicitly communicated in the loan card. (iv) Training provided by the lenders is free of cost.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
What are the charges that a customer is required to pay for a microfinance loan?,"A customer is required to pay only those charges which are explicitly mentioned in the factsheet provided by the lender. Besides this, the customer should also note the following: There is no pre-payment penalty on microfinance loans. Penalty, if any, for delayed payment can be applied only on the overdue amount and not on the entire loan amount. Any change in interest rate or any other charge shall be informed to the borrower in writing well in advance and these changes shall be effective only prospectively.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
How can a borrower find about the current interest rates being charged on the microfinance loans?,"RBI has made it mandatory for lenders to display the minimum, maximum and average interest rates charged on microfinance loans in all their offices, in the literature (information booklets/ pamphlets) issued by them and details on their website.",RBI,en,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=92
